name,city,state,url,website,buy_link,phone,email,type,notes,prices,source,source_url
Spiritex,Asheville,NC,https://wholesale.spiritex.net/,https://wholesale.spiritex.net/,https://wholesale.spiritex.net/,,sales@spiritex.net,cut_and_sew,"Organic cotton wholesale apparel; TX-grown, Carolinas spun/knit/finished; men's, women's, kids; printing; low MOQ",Wholesale; see website,web,https://wholesale.spiritex.net/
California Textile Group,Los Angeles,CA,https://californiatextilegroup.com/,https://californiatextilegroup.com/,https://californiatextilegroup.com/pages/contact-us,213-765-0555,aimee@californiagroupinc.com,cut_and_sew,"Woman-owned; 30+ yrs; circular knits, cut-and-sew; fabric to finished; gov/military compliance",Contact for quote,web,https://californiatextilegroup.com/
Goodwear USA,Essex,MA,https://www.goodwear.com/,https://www.goodwear.com/,https://www.goodwear.com/pages/wholesale-inquiries,800-338-8895,sales@goodwear.com,cut_and_sew,"38+ yrs; 100% USA cotton field-to-garment; third-party verified; private label, full package",Wholesale; resale ID required,web,https://www.goodwear.com/
All USA Clothing,Keego Harbor,MI,https://allusaclothing.com/,https://allusaclothing.com/,https://allusaclothing.com/wholesale-account.html,877-549-8721,info@allusaclothing.com,cut_and_sew,"Wholesale USA-made brands (American Apparel, Carhartt); customization, private label",Wholesale; apply for account,web,https://allusaclothing.com/
Prime Blanks,California,CA,https://primeblanks.com/,https://primeblanks.com/,https://primeblanks.com/get-quote,,usamade@primeblanks.com,cut_and_sew,"USA-made custom & bulk blank t-shirts; cotton, hemp, recycled; CA facility; fast turnaround",Contact for quote,web,https://primeblanks.com/
Volunteer Knit Apparel Inc,New Tazewell,TN,https://www.volunteer-knitwear.com/,https://www.volunteer-knitwear.com/,https://www.volunteer-knitwear.com/,423-626-7886,nora@volknit.com,cut_and_sew,"Family-owned since 1986; knit, bleach, cut, sew, pack; retail, private label, US Military",Contact for quote,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/
JOMEL Seams Reasonable (Burkesville),Burkesville,KY,https://jomel.net/,https://jomel.net/,https://jomel.net/,270-864-3898,,cut_and_sew,"Apparel, Home, PPE, Uniforms, Military; Cotton Inc cut & sew",Contact for quote,Cotton Incorporated,https://www.cottoninc.com/quality-products/textile-sourcing/cut-and-sew/
Rally Apparel Co-Op,Sandersville,GA,https://www.rallyapparelco-op.com/,https://www.rallyapparelco-op.com/,https://www.rallyapparelco-op.com/contact,478-553-1919,info@rallyapparelco-op.com,cut_and_sew,"30+ yrs; 100% Made in America; athletic wear, USA cotton; cut/sew, garment dye, sublimation",Contact for quote,web,https://www.rallyapparelco-op.com/
Lydia Design Studio,Atlanta,GA,https://www.lydiadesignstudio.com/,https://www.lydiadesignstudio.com/,https://www.lydiadesignstudio.com/clothing-manufacturer,470-514-5696,,cut_and_sew,"Made in USA; cut-and-sew MOQ 45; design, sampling, production; tees, leggings, jeans, hoodies",Contact for quote,web,https://www.lydiadesignstudio.com/
FAM USA,Snellville,GA,https://famusa.co/,https://famusa.co/,https://famusa.co/services/cut-sew/,770-982-9913,sales@famusa.co,cut_and_sew,"Turn-key cut & sew; dye sublimation; athletic, corporate; no minimums; 4-wk lead",Contact for quote,web,https://famusa.co/
Muscogee Mills,Columbus,GA,https://www.muscogeemills.com/,https://www.muscogeemills.com/,https://www.muscogeemills.com/contact-us,706-294-1738,customerservice@muscogeemills.com,cut_and_sew,"Since 1968; cut & sew, sourcing, warehousing; domestic textile",Contact for quote,web,https://www.muscogeemills.com/
The Lab Factory ATL,Atlanta,GA,https://thelabfactoryatl.com/,https://thelabfactoryatl.com/,https://thelabfactoryatl.com/pages/cut-sew,470-783-2258,info@thelabfactoryatl.com,cut_and_sew,"Cut & sew, DTF, embroidery, sublimation; concept to creation 90 days",Contact for quote,web,https://thelabfactoryatl.com/
Boxercraft,Mableton,GA,https://boxercraft.com/,https://boxercraft.com/,https://wholesale.boxercraft.com/,888-717-1985,customersuccess@boxercraft.com,cut_and_sew,NCTO member; wholesale apparel; custom blanks,Contact for quote,NCTO,https://ncto.org/
Newport Cut and Sew Services,Costa Mesa,CA,https://www.newportcutandsew.com/,https://www.newportcutandsew.com/,https://www.newportcutandsew.com/contact-us,,nas@newportcutandsew.com,cut_and_sew,"50-2,000 units/style; pattern, grading, fit, sampling; Makers Row",Contact for quote,web,https://www.newportcutandsew.com/
Higgins Sewing and Manufacturing,Lineville,AL,https://higgins-sewing-and-manufacturing-inc-al.hub.biz/,,,256-396-2704,,cut_and_sew,"Embroidery, contract sewing, screen print; full cut & sew; 15+ yrs",Contact for quote,web,https://app.makersrow.com/
Jones Sportswear Company,Birmingham,AL,https://jonessportswearonline.com/,https://jonessportswearonline.com/,https://www.jonestshirts.com/pages/contact,205-326-6264,jonessportswear@gmail.com,cut_and_sew,"Family-owned since 1979; screen print, embroidery; custom apparel",Contact for quote,web,https://jonessportswearonline.com/
MFG Merch,Jacksonville,FL,https://mfgmerch.com/,https://mfgmerch.com/,https://mfgmerch.com/contact/,904-677-9505,info@mfgmerch.com,cut_and_sew,"Full-service cut & sew; screen print, embroidery; custom apparel",Contact for quote,web,https://mfgmerch.com/
Sew It All Miami,Miami,FL,https://sewitallmiami.com/,https://sewitallmiami.com/,https://sewitallmiami.com/get-a-quote/,305-339-0085,info@sewitallmiami.com,cut_and_sew,"Embroidery, screen print, DTG; custom apparel",Contact for quote,web,https://sewitallmiami.com/
Made X Hudson,Catskill,NY,https://madexhudson.com/,https://madexhudson.com/,https://madexhudson.com/pages/contact,518-203-3696,shop@madexhudson.com,cut_and_sew,Non-profit factory; cut-and-sew wovens; MOQ 20; 1-2 wk sampling,Contact for quote,web,https://www.makersrow.com/
Apparel Production Inc,New York,NY,https://apparelproductionny.com/,https://apparelproductionny.com/,https://apparelproductionny.com/contact,212-278-8362,teddyapparelprod@aol.com,cut_and_sew,Since 1947; 75 operators; 125 min/style; Garment District,Contact for quote,web,https://apparelproductionny.com/
Carina NY,New York,NY,https://www.carina-ny.com/,https://www.carina-ny.com/,https://www.carina-ny.com/contact,917-302-1894,paula@carina-ny.com,cut_and_sew,"Since 1996; leather, denim, cotton; MOQ 50; Garment District",Contact for quote,web,https://www.carina-ny.com/
Triple Stitch NYC,New York,NY,https://www.triplestitch.nyc/,https://www.triplestitch.nyc/,https://www.triplestitch.nyc/,,,cut_and_sew,"33+ yrs; USA cut & sew; fabric sourcing, pattern, sample; knit & woven",Contact for quote,web,https://www.triplestitch.nyc/
NYC Factory Inc,New York,NY,https://nycfactoryinc.com/,https://nycfactoryinc.com/,https://nycfactoryinc.com/pages/contact,212-302-4673,sales@nycfactoryinc.com,cut_and_sew,"100 min/design; product dev, sampling, production; Garment District",Contact for quote,web,https://nycfactoryinc.com/
Prange Apparel,Nashville,TN,https://www.prangeapparel.com/,https://www.prangeapparel.com/,https://www.prangeapparel.com/,629-246-0885,hello@prangeapparel.com,cut_and_sew,"Since 2013; women's boutique; MOQ 25; 6K sq ft; pattern, cut, sew in-house",Contact for quote,web,https://www.prangeapparel.com/
Nevear,Nashville,TN,https://nevear.com/,https://nevear.com/,https://nevear.com/contact-us/,248-605-5457,,cut_and_sew,"Since 2008; MOQ 100; 2-wk prototype; cut & sew, private label",Contact for quote,web,https://nevear.com/
Borah Teamwear,Coon Valley,WI,https://borahteamwear.com/,https://borahteamwear.com/,https://borahteamwear.com/get-started/,800-354-2825,,cut_and_sew,"Since 1997; cycling, skiing, triathlon; handcrafted WI; lifetime warranty",Contact for quote,web,https://borahteamwear.com/
Clothier Design Source,St Paul,MN,https://www.clothierdesignsource.com/,https://www.clothierdesignsource.com/,https://www.clothierdesignsource.com/contact-us,651-225-8025,,cut_and_sew,"Since 2006; 35+ workers; athletic, medical, children's; in-house",Contact for quote,web,https://www.clothierdesignsource.com/
K1 Sportswear,Cloquet,MN,https://www.k1sportswear.com/,https://www.k1sportswear.com/,https://www.k1sportswear.com/,800-345-0028,sales@k1sportswear.com,cut_and_sew,"Since 1987; hockey, baseball, lacrosse; jerseys, socks",Contact for quote,web,https://www.k1sportswear.com/
Fourbital Factory,Burlington,VT,https://www.fourbitalfactory.com/,https://www.fourbitalfactory.com/,https://www.fourbitalfactory.com/contact-us,802-622-1572,info@fourbitalfactory.com,cut_and_sew,USA beanies; low MOQ; Burlington; sustainable,Contact for quote,web,https://www.fourbitalfactory.com/
Vermont Flannel,,VT,https://www.vermontflannel.com/,https://www.vermontflannel.com/,https://www.vermontflannel.com/pages/wholesale-program,,wholesale@vermontflannel.com,cut_and_sew,"Since 1991; handcrafted flannel; shirts, pants, pullovers; wholesale",Contact for quote,web,https://www.vermontflannel.com/
Whalerknits,Fall River,MA,https://whalerknits.com/,https://whalerknits.com/,https://whalerknits.com/,508-916-6440,,cut_and_sew,"Since 1975; 100% cotton sweaters, hats, blankets; USA-made",Contact for quote,web,https://whalerknits.com/
Commonwealth,Burlington,VT,https://wearcommonwealth.com/,https://wearcommonwealth.com/,https://wearcommonwealth.com/,,,cut_and_sew,"100% organic cotton hoodies, tees; wool pennants; fan apparel; USA-made",Contact for quote,web,https://wearcommonwealth.com/
SEAM (Sewing Experts Assembly Manufacturing),Cleveland,OH,https://seamsewing.com/,https://seamsewing.com/,https://seamsewing.com/,,,cut_and_sew,"Since 2017; industrial cut & sew; pattern, prototype, small batch; 30+ yrs exp",Contact for quote,web,https://seamsewing.com/
Cleveland Cut and Sew,Cleveland,OH,https://clevelandcutandsew.com/,https://clevelandcutandsew.com/,https://clevelandcutandsew.com/contact/,216-314-1314,clevelandcutandsew@gmail.com,cut_and_sew,Cut & sew manufacturing; Cleveland,Contact for quote,web,https://clevelandcutandsew.com/
The Sullivan Company,Westerville,OH,https://www.wearbrandmatters.com/,https://www.wearbrandmatters.com/,https://wearbrandmatters.com/contact/,614-898-9971,,cut_and_sew,"Since 1981; screen print, embroidery, DTG; corporate, restaurant uniforms",Contact for quote,web,https://www.wearbrandmatters.com/
Michigan Apparel Manufacturer,,MI,https://michiganapparelmanufacturer.com/,https://michiganapparelmanufacturer.com/,https://michiganapparelmanufacturer.com/,,,cut_and_sew,"Small batch; tech pack to production; pattern, sampling, grading",Contact for quote,web,https://michiganapparelmanufacturer.com/
Michigan Fashion Proto,Lansing,MI,https://www.fashionproto.com/,https://www.fashionproto.com/,https://www.fashionproto.com/hire-us,517-367-7066,info@fashionproto.com,cut_and_sew,"MOQ 25; design, pattern, sample, production; 500+ via partners",Contact for quote,web,https://www.fashionproto.com/
ISAIC (Industrial Sewing and Innovation Center),Detroit,MI,https://www.isaic.org/,https://www.isaic.org/,https://www.isaic.org/advanced-manufacturing-solutions,,manufacturing@isaic.org,cut_and_sew,Nonprofit; sustainable apparel; workforce dev; Carhartt Bldg; contract mfg,Contact for quote,web,https://www.isaic.org/
Detroit Apparel Manufacturing,Detroit,MI,https://app.makersrow.com/detroit-apparel-mfg,https://app.makersrow.com/detroit-apparel-mfg,https://app.makersrow.com/detroit-apparel-mfg,,,cut_and_sew,"Small batch; pattern, sample, screen print, embroidery; Makers Row",Contact for quote,web,https://app.makersrow.com/
GIL Sewing Corp,Chicago,IL,https://gilsewing.com/,https://gilsewing.com/,https://gilsewing.com/,773-545-0990,admin@gilsewing.com,cut_and_sew,"Since 1993; women-owned; uniforms, tailored, technical; full package",Contact for quote,web,https://gilsewing.com/
Sonoran Stitch Factory,Tucson,AZ,https://www.sonoranstitch.com/,https://www.sonoranstitch.com/,https://www.sonoranstitch.com/contact-1,520-338-9738,sonoranstitch@gmail.com,cut_and_sew,"50-4K units/mo; design, pattern, prototype, sourcing; outdoor, activewear",Contact for quote,web,https://www.sonoranstitch.com/
Arena Sewing,Phoenix,AZ,https://sewing.arena.com/,https://sewing.arena.com/,https://sewing.arena.com/,855-462-7362,,cut_and_sew,"40+ yrs; tactical, military, medical, industrial; contract cut & sew",Contact for quote,web,https://sewing.arena.com/
Freeride Systems,Leadville,CO,https://www.freeridesystems.com/,https://www.freeridesystems.com/,https://www.freeridesystems.com/contact,719-966-7149,,cut_and_sew,"Since 2010; technical outerwear; fleece, ski; made in CO",Contact for quote,web,https://www.freeridesystems.com/
Corbeaux Clothing,Aspen,CO,https://corbeauxclothing.com/,https://corbeauxclothing.com/,https://corbeauxclothing.com/pages/contact-corbeaux,,info@corbeauxclothing.com,cut_and_sew,"Base layers, adventure apparel; USA-made MN & CO; recycled",Contact for quote,web,https://corbeauxclothing.com/
Colorado Threads,Lakewood,CO,https://coloradothreads.com/,https://coloradothreads.com/,https://coloradothreads.com/pages/contact,,hello@coloradothreads.com,cut_and_sew,"Athletic, outdoor; yoga, tanks, tees, hoodies; USA-made; wholesale",Contact for quote,web,https://coloradothreads.com/
NWT3K,Seattle,WA,https://nwt3k.com/,https://nwt3k.com/,https://nwt3k.com/,,,cut_and_sew,"Ski, snowboard, mountain bike; hand-built Seattle; 2 facilities",Contact for quote,web,https://nwt3k.com/
Coville,Winston-Salem,NC,https://www.covilleinc.com/,https://www.covilleinc.com/,https://www.covilleinc.com/Contact-Coville.html,336-759-0115,info@covilleinc.com,cut_and_sew,"Since 1966; knit fabrics; cut & sew, CMT; full package",Contact for quote,web,https://www.covilleinc.com/
Opportunity Threads,Morganton,NC,https://www.opportunitythreads.com/,https://www.opportunitythreads.com/,https://www.opportunitythreads.com/contact,,,cut_and_sew,"Worker-owned; t-shirts, apparel, pillows, bags; sustainable",Contact for quote,web,https://www.opportunitythreads.com/
North Carolina Sewn,Morganton,NC,https://northcarolinasewn.com/,https://northcarolinasewn.com/,https://northcarolinasewn.com/,828-584-8000,northcarolinasewn@gmail.com,cut_and_sew,"Since 2015; sports uniforms, polos, yoga, medical; 150+ yrs combined exp",Contact for quote,web,https://www.manufacturednc.com/
Integrated Textile Solutions (ITS),Salem,VA,https://www.intextile.com/,https://www.intextile.com/,https://www.intextile.com/contact-us/,540-389-8113,info@intextile.com,cut_and_sew,"Since 1936; Berry-compliant; tactical, military, industrial; DOD",Contact for quote,web,https://www.intextile.com/
American Roots,Westbrook,ME,https://americanrootswear.com/,https://americanrootswear.com/,https://americanrootswear.com/pages/contact-us,207-854-4098,info@americanrootswear.com,cut_and_sew,"10 yrs; 100% USA materials; union-made; hoodies, apparel",Contact for quote,web,https://americanrootswear.com/
ORIGIN,Farmington,ME,https://originusa.com/,https://originusa.com/,https://originusa.com/pages/contact-us,207-860-2626,,cut_and_sew,"Since 2011; workwear, jeans, hoodies, boots; USA-made; Franklin County",Contact for quote,web,https://originusa.com/
Sew Valley,Cincinnati,OH,https://sewvalley.org/,https://sewvalley.org/,https://sewvalley.org/production-services-form,,,cut_and_sew,"Nonprofit; sample dev, small batch 10-100; pattern, prototype; 4-6 wk",Contact for quote,CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory
Rightfully Sewn,Kansas City,MO,https://rightfullysewn.org/,https://rightfullysewn.org/,https://rightfullysewn.org/production,816-492-6009,info@rightfullysewn.org,cut_and_sew,Nonprofit; 100-400 or 1000+ units; Navy contract; workforce dev,Contact for quote,CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory
Western Carolina Sewing Company (Sew Co),Asheville,NC,https://www.wcsewco.com/,https://www.wcsewco.com/,https://www.wcsewco.com/new-client-application,,hello@wcsewco.com,cut_and_sew,"River Arts District; design studio, urban sewing factory; contract mfg",Contact for quote,CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory
Stitch Texas,Austin,TX,https://www.stitchtexas.com/,https://www.stitchtexas.com/,https://www.stitchtexas.com/,512-291-8234,hello@stitchtexas.com,cut_and_sew,"Since 2014; female-owned; pattern, sample, production; domestic & overseas",Contact for quote,CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory
The Factory Buffalo,Buffalo,NY,https://thefactorybuffalo.com/,https://thefactorybuffalo.com/,https://thefactorybuffalo.com/contact,716-348-2362,hello@thefactorybuffalo.com,cut_and_sew,"Design, develop, manufacture; cut & sew; contract sewing",Contact for quote,CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory
