name,city,state,url,website,buy_link,phone,email,type,notes,products,source,source_url,prices
Excel Manufacturing,El Paso,TX,https://www.excelmfg.net/,https://www.excelmfg.net/,https://www.excelmfg.net/,915-544-0126,,cut_and_sew,"Wovens, Denim, Apparel, Uniforms; dyehouse, washhouse; Cotton Inc cut & sew",,Cotton Incorporated,https://www.cottoninc.com/quality-products/textile-sourcing/cut-and-sew/,Contact for quote
Sarah Lynn Sportswear Inc,Allentown,PA,https://www.slsportswear.com/,https://www.slsportswear.com/,https://www.slsportswear.com/,610-770-1702,,cut_and_sew,"Knits, CMT, Apparel, Uniforms; Cotton Inc cut & sew",,Cotton Incorporated,https://www.cottoninc.com/quality-products/textile-sourcing/cut-and-sew/,Contact for quote
Monalisa Manufacturing,Allentown,PA,https://www.monalisamfg.com/,https://www.monalisamfg.com/,https://www.monalisamfg.com/,610-770-0806,,cut_and_sew,"Knits, Wovens, Apparel; Cotton Inc cut & sew",,Cotton Incorporated,https://www.cottoninc.com/quality-products/textile-sourcing/cut-and-sew/,Contact for quote
Lebanon Apparel Corporation (LA CORP),Lebanon,VA,https://www.lacorpusa.com/,https://www.lacorpusa.com/,https://www.lacorpusa.com/,276-889-3656,,cut_and_sew,"Knits, Wovens, Denim, Apparel, Home, Uniforms; Cotton Inc cut & sew",,Cotton Incorporated,https://www.cottoninc.com/quality-products/textile-sourcing/cut-and-sew/,Contact for quote
Topwin Corporation (Global Point GPI),Torrance,CA,https://topwin.com/,https://topwin.com/,https://topwin.com/,310-325-2255,,cut_and_sew,"Knits, Wovens, CMT; Cotton Inc cut & sew",,Cotton Incorporated,https://www.cottoninc.com/quality-products/textile-sourcing/cut-and-sew/,Contact for quote
American Giant,San Francisco,CA,https://www.american-giant.com/,https://www.american-giant.com/,https://www.american-giant.com/collections/cotton,415-529-2429,service@american-giant.com,cut_and_sew,"USA cotton hoodies, tees, activewear; cotton grown near NC facility; DTC brand",,web,https://www.american-giant.com/pages/usa-cotton,See website
US Blanks,Gardena,CA,https://usblanks.net/,https://usblanks.net/,https://usblanks.net/pages/wholesale-application,310-225-6774,info@usblanks.com,cut_and_sew,100% USA-made; fabric at partner mill + in-house cut/sew; cotton & blends; wholesale; FL 321-253-3626,,web,https://usblanks.net/,Wholesale; apply for account
Cut and Sew Co,Santa Ana,CA,https://cutandsewco.com/,https://cutandsewco.com/,https://cutandsewco.com/our-services/,714-981-7244,info@cutandsewco.com,cut_and_sew,"Design, fabric sourcing, cut/sew, QC; startups to multinationals; can source USA cotton",,web,https://cutandsewco.com/,Contact for quote
Seam Apparel,Charlotte,NC,https://seamapparel.com/,https://seamapparel.com/,https://seamapparel.com/contact-us/,323-925-2859,sales@seamapparel.com,cut_and_sew,"Cut & sew; small-batch to scale; pattern, sample, production; Charlotte & LA",,web,https://seamapparel.com/,Wholesale
Apparel USA Inc,Fairmont,NC,https://apparelusa.co/,https://apparelusa.co/,https://apparelusa.co/,,,cut_and_sew,"Men's dress/sport shirts; cotton oxford, twill, poplin, flannel; pattern, embroidery, wash; 3-wk turnaround",,web,https://apparelusa.co/,Contact for quote
California Textile Group,Los Angeles,CA,https://californiatextilegroup.com/,https://californiatextilegroup.com/,https://californiatextilegroup.com/pages/contact-us,213-765-0555,aimee@californiagroupinc.com,cut_and_sew,"Woman-owned; 30+ yrs; circular knits, cut-and-sew; fabric to finished; gov/military compliance",,web,https://californiatextilegroup.com/,$3.45; $2.45; $5.50
Goodwear USA,Essex,MA,https://www.goodwear.com/,https://www.goodwear.com/,https://www.goodwear.com/pages/wholesale-inquiries,800-338-8895,sales@goodwear.com,cut_and_sew,"38+ yrs; 100% USA cotton field-to-garment; third-party verified; private label, full package",,web,https://www.goodwear.com/,Wholesale; resale ID required
All USA Clothing,Keego Harbor,MI,https://allusaclothing.com/,https://allusaclothing.com/,https://allusaclothing.com/wholesale-account.html,877-549-8721,info@allusaclothing.com,cut_and_sew,"Wholesale USA-made brands (American Apparel, Carhartt); customization, private label",,web,https://allusaclothing.com/,Wholesale; apply for account
Prime Blanks,California,CA,https://primeblanks.com/,https://primeblanks.com/,https://primeblanks.com/get-quote,,usamade@primeblanks.com,cut_and_sew,"USA-made custom & bulk blank t-shirts; cotton, hemp, recycled; CA facility; fast turnaround",,web,https://primeblanks.com/,Wholesale
Volunteer Knit Apparel Inc,New Tazewell,TN,https://www.volunteer-knitwear.com/,https://www.volunteer-knitwear.com/,https://www.volunteer-knitwear.com/,423-626-7886,nora@volknit.com,cut_and_sew,"Family-owned since 1986; knit, bleach, cut, sew, pack; retail, private label, US Military",,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,$7
JOMEL Seams Reasonable (Burkesville),Burkesville,KY,https://jomel.net/,https://jomel.net/,https://jomel.net/,270-864-3898,,cut_and_sew,"Apparel, Home, PPE, Uniforms, Military; Cotton Inc cut & sew",,Cotton Incorporated,https://www.cottoninc.com/quality-products/textile-sourcing/cut-and-sew/,Contact for quote
Rally Apparel Co-Op,Sandersville,GA,https://www.rallyapparelco-op.com/,https://www.rallyapparelco-op.com/,https://www.rallyapparelco-op.com/contact,478-553-1919,info@rallyapparelco-op.com,cut_and_sew,"30+ yrs; 100% Made in America; athletic wear, USA cotton; cut/sew, garment dye, sublimation",,web,https://www.rallyapparelco-op.com/,Contact for quote
Lydia Design Studio,Atlanta,GA,https://www.lydiadesignstudio.com/,https://www.lydiadesignstudio.com/,https://www.lydiadesignstudio.com/clothing-manufacturer,470-514-5696,,cut_and_sew,"Made in USA; cut-and-sew MOQ 45; design, sampling, production; tees, leggings, jeans, hoodies",,web,https://www.lydiadesignstudio.com/,Contact for quote
FAM USA,Snellville,GA,https://famusa.co/,https://famusa.co/,https://famusa.co/services/cut-sew/,770-982-9913,sales@famusa.co,cut_and_sew,"Turn-key cut & sew; dye sublimation; athletic, corporate; no minimums; 4-wk lead",,web,https://famusa.co/,Contact for quote
Muscogee Mills,Columbus,GA,https://www.muscogeemills.com/,https://www.muscogeemills.com/,https://www.muscogeemills.com/contact-us,706-294-1738,customerservice@muscogeemills.com,cut_and_sew,"Since 1968; cut & sew, sourcing, warehousing; domestic textile",,web,https://www.muscogeemills.com/,Contact for quote
The Lab Factory ATL,Atlanta,GA,https://thelabfactoryatl.com/,https://thelabfactoryatl.com/,https://thelabfactoryatl.com/pages/cut-sew,470-783-2258,info@thelabfactoryatl.com,cut_and_sew,"Cut & sew, DTF, embroidery, sublimation; concept to creation 90 days",,web,https://thelabfactoryatl.com/,Contact for quote
Boxercraft,Mableton,GA,https://boxercraft.com/,https://boxercraft.com/,https://wholesale.boxercraft.com/,888-717-1985,customersuccess@boxercraft.com,cut_and_sew,NCTO member; wholesale apparel; custom blanks,,NCTO,https://ncto.org/,$85; $19.85; $42.85; $48.85; Wholesale
Newport Cut and Sew Services,Costa Mesa,CA,https://www.newportcutandsew.com/,https://www.newportcutandsew.com/,https://www.newportcutandsew.com/contact-us,,nas@newportcutandsew.com,cut_and_sew,"50-2,000 units/style; pattern, grading, fit, sampling; Makers Row",,web,https://www.newportcutandsew.com/,Contact for quote
Higgins Sewing and Manufacturing,Lineville,AL,https://higgins-sewing-and-manufacturing-inc-al.hub.biz/,,,256-396-2704,,cut_and_sew,"Embroidery, contract sewing, screen print; full cut & sew; 15+ yrs",,web,https://app.makersrow.com/,Wholesale
Jones Sportswear Company,Birmingham,AL,https://jonessportswearonline.com/,https://jonessportswearonline.com/,https://www.jonestshirts.com/pages/contact,205-326-6264,jonessportswear@gmail.com,cut_and_sew,"Family-owned since 1979; screen print, embroidery; custom apparel",,web,https://jonessportswearonline.com/,Contact for quote
MFG Merch,Jacksonville,FL,https://mfgmerch.com/,https://mfgmerch.com/,https://mfgmerch.com/contact/,904-677-9505,info@mfgmerch.com,cut_and_sew,"Full-service cut & sew; screen print, embroidery; custom apparel",,web,https://mfgmerch.com/,Contact for quote
Sew It All Miami,Miami,FL,https://sewitallmiami.com/,https://sewitallmiami.com/,https://sewitallmiami.com/get-a-quote/,305-339-0085,info@sewitallmiami.com,cut_and_sew,"Embroidery, screen print, DTG; custom apparel",,web,https://sewitallmiami.com/,Contact for quote
Made X Hudson,Catskill,NY,https://madexhudson.com/,https://madexhudson.com/,https://madexhudson.com/pages/contact,518-203-3696,shop@madexhudson.com,cut_and_sew,Non-profit factory; cut-and-sew wovens; MOQ 20; 1-2 wk sampling,,web,https://www.makersrow.com/,From $10.00; $250; $125; $50; $195.00
Apparel Production Inc,New York,NY,https://apparelproductionny.com/,https://apparelproductionny.com/,https://apparelproductionny.com/contact,212-278-8362,teddyapparelprod@aol.com,cut_and_sew,Since 1947; 75 operators; 125 min/style; Garment District,,web,https://apparelproductionny.com/,$50; $100; Wholesale
Carina NY,New York,NY,https://www.carina-ny.com/,https://www.carina-ny.com/,https://www.carina-ny.com/contact,917-302-1894,paula@carina-ny.com,cut_and_sew,"Since 1996; leather, denim, cotton; MOQ 50; Garment District",,web,https://www.carina-ny.com/,Contact for quote
Triple Stitch NYC,New York,NY,https://www.triplestitch.nyc/,https://www.triplestitch.nyc/,https://www.triplestitch.nyc/,,,cut_and_sew,"33+ yrs; USA cut & sew; fabric sourcing, pattern, sample; knit & woven",,web,https://www.triplestitch.nyc/,Contact for quote
NYC Factory Inc,New York,NY,https://nycfactoryinc.com/,https://nycfactoryinc.com/,https://nycfactoryinc.com/pages/contact,212-302-4673,sales@nycfactoryinc.com,cut_and_sew,"100 min/design; product dev, sampling, production; Garment District",,web,https://nycfactoryinc.com/,From $90.00; $90.00
Prange Apparel,Nashville,TN,https://www.prangeapparel.com/,https://www.prangeapparel.com/,https://www.prangeapparel.com/,629-246-0885,hello@prangeapparel.com,cut_and_sew,"Since 2013; women's boutique; MOQ 25; 6K sq ft; pattern, cut, sew in-house",,web,https://www.prangeapparel.com/,Contact for quote
Nevear,Nashville,TN,https://nevear.com/,https://nevear.com/,https://nevear.com/contact-us/,248-605-5457,,cut_and_sew,"Since 2008; MOQ 100; 2-wk prototype; cut & sew, private label",,web,https://nevear.com/,Contact for quote
Borah Teamwear,Coon Valley,WI,https://borahteamwear.com/,https://borahteamwear.com/,https://borahteamwear.com/get-started/,800-354-2825,,cut_and_sew,"Since 1997; cycling, skiing, triathlon; handcrafted WI; lifetime warranty",,web,https://borahteamwear.com/,Contact for quote
Clothier Design Source,St Paul,MN,https://www.clothierdesignsource.com/,https://www.clothierdesignsource.com/,https://www.clothierdesignsource.com/contact-us,651-225-8025,,cut_and_sew,"Since 2006; 35+ workers; athletic, medical, children's; in-house",,web,https://www.clothierdesignsource.com/,Wholesale
K1 Sportswear,Cloquet,MN,https://www.k1sportswear.com/,https://www.k1sportswear.com/,https://www.k1sportswear.com/,800-345-0028,sales@k1sportswear.com,cut_and_sew,"Since 1987; hockey, baseball, lacrosse; jerseys, socks",,web,https://www.k1sportswear.com/,Contact for quote
Fourbital Factory,Burlington,VT,https://www.fourbitalfactory.com/,https://www.fourbitalfactory.com/,https://www.fourbitalfactory.com/contact-us,802-622-1572,info@fourbitalfactory.com,cut_and_sew,USA beanies; low MOQ; Burlington; sustainable,,web,https://www.fourbitalfactory.com/,From $5; $5; $500; Wholesale
Vermont Flannel,,VT,https://www.vermontflannel.com/,https://www.vermontflannel.com/,https://www.vermontflannel.com/pages/wholesale-program,,wholesale@vermontflannel.com,cut_and_sew,"Since 1991; handcrafted flannel; shirts, pants, pullovers; wholesale",,web,https://www.vermontflannel.com/,$88.80; $98.80; Wholesale
Whalerknits,Fall River,MA,https://whalerknits.com/,https://whalerknits.com/,https://whalerknits.com/,508-916-6440,,cut_and_sew,"Since 1975; 100% cotton sweaters, hats, blankets; USA-made",,web,https://whalerknits.com/,$169.00; $129.00; $179.00; Wholesale
Commonwealth,Burlington,VT,https://wearcommonwealth.com/,https://wearcommonwealth.com/,https://wearcommonwealth.com/,,,cut_and_sew,"100% organic cotton hoodies, tees; wool pennants; fan apparel; USA-made",,web,https://wearcommonwealth.com/,Contact for quote
SEAM (Sewing Experts Assembly Manufacturing),Cleveland,OH,https://seamsewing.com/,https://seamsewing.com/,https://seamsewing.com/,,,cut_and_sew,"Since 2017; industrial cut & sew; pattern, prototype, small batch; 30+ yrs exp",,web,https://seamsewing.com/,Contact for quote
Cleveland Cut and Sew,Cleveland,OH,https://clevelandcutandsew.com/,https://clevelandcutandsew.com/,https://clevelandcutandsew.com/contact/,216-314-1314,clevelandcutandsew@gmail.com,cut_and_sew,Cut & sew manufacturing; Cleveland,,web,https://clevelandcutandsew.com/,Contact for quote
The Sullivan Company,Westerville,OH,https://www.wearbrandmatters.com/,https://www.wearbrandmatters.com/,https://wearbrandmatters.com/contact/,614-898-9971,,cut_and_sew,"Since 1981; screen print, embroidery, DTG; corporate, restaurant uniforms",,web,https://www.wearbrandmatters.com/,Contact for quote
Michigan Apparel Manufacturer,,MI,https://michiganapparelmanufacturer.com/,https://michiganapparelmanufacturer.com/,https://michiganapparelmanufacturer.com/,,,cut_and_sew,"Small batch; tech pack to production; pattern, sampling, grading",,web,https://michiganapparelmanufacturer.com/,Contact for quote
Michigan Fashion Proto,Lansing,MI,https://www.fashionproto.com/,https://www.fashionproto.com/,https://www.fashionproto.com/hire-us,517-367-7066,info@fashionproto.com,cut_and_sew,"MOQ 25; design, pattern, sample, production; 500+ via partners",,web,https://www.fashionproto.com/,Contact for quote
ISAIC (Industrial Sewing and Innovation Center),Detroit,MI,https://www.isaic.org/,https://www.isaic.org/,https://www.isaic.org/advanced-manufacturing-solutions,,manufacturing@isaic.org,cut_and_sew,Nonprofit; sustainable apparel; workforce dev; Carhartt Bldg; contract mfg,,web,https://www.isaic.org/,Contact for quote
Detroit Apparel Manufacturing,Detroit,MI,https://app.makersrow.com/detroit-apparel-mfg,https://app.makersrow.com/detroit-apparel-mfg,https://app.makersrow.com/detroit-apparel-mfg,,,cut_and_sew,"Small batch; pattern, sample, screen print, embroidery; Makers Row",,web,https://app.makersrow.com/,Contact for quote
GIL Sewing Corp,Chicago,IL,https://gilsewing.com/,https://gilsewing.com/,https://gilsewing.com/,773-545-0990,admin@gilsewing.com,cut_and_sew,"Since 1993; women-owned; uniforms, tailored, technical; full package",,web,https://gilsewing.com/,Contact for quote
Sonoran Stitch Factory,Tucson,AZ,https://www.sonoranstitch.com/,https://www.sonoranstitch.com/,https://www.sonoranstitch.com/contact-1,520-338-9738,sonoranstitch@gmail.com,cut_and_sew,"50-4K units/mo; design, pattern, prototype, sourcing; outdoor, activewear",,web,https://www.sonoranstitch.com/,Contact for quote
Arena Sewing,Phoenix,AZ,https://sewing.arena.com/,https://sewing.arena.com/,https://sewing.arena.com/,855-462-7362,,cut_and_sew,"40+ yrs; tactical, military, medical, industrial; contract cut & sew",,web,https://sewing.arena.com/,Contact for quote
Freeride Systems,Leadville,CO,https://www.freeridesystems.com/,https://www.freeridesystems.com/,https://www.freeridesystems.com/contact,719-966-7149,,cut_and_sew,"Since 2010; technical outerwear; fleece, ski; made in CO",,web,https://www.freeridesystems.com/,Contact for quote
Corbeaux Clothing,Aspen,CO,https://corbeauxclothing.com/,https://corbeauxclothing.com/,https://corbeauxclothing.com/pages/contact-corbeaux,,info@corbeauxclothing.com,cut_and_sew,"Base layers, adventure apparel; USA-made MN & CO; recycled",,web,https://corbeauxclothing.com/,Contact for quote
Colorado Threads,Lakewood,CO,https://coloradothreads.com/,https://coloradothreads.com/,https://coloradothreads.com/pages/contact,,hello@coloradothreads.com,cut_and_sew,"Athletic, outdoor; yoga, tanks, tees, hoodies; USA-made; wholesale",,web,https://coloradothreads.com/,$150; $50; $200; Wholesale
NWT3K,Seattle,WA,https://nwt3k.com/,https://nwt3k.com/,https://nwt3k.com/,,,cut_and_sew,"Ski, snowboard, mountain bike; hand-built Seattle; 2 facilities",,web,https://nwt3k.com/,$139.00; $379.00; $225.00
Coville,Winston-Salem,NC,https://www.covilleinc.com/,https://www.covilleinc.com/,https://www.covilleinc.com/Contact-Coville.html,336-759-0115,info@covilleinc.com,cut_and_sew,"Since 1966; knit fabrics; cut & sew, CMT; full package",,web,https://www.covilleinc.com/,Contact for quote
Opportunity Threads,Morganton,NC,https://www.opportunitythreads.com/,https://www.opportunitythreads.com/,https://www.opportunitythreads.com/contact,,,cut_and_sew,"Worker-owned; t-shirts, apparel, pillows, bags; sustainable",,web,https://www.opportunitythreads.com/,Contact for quote
